Attribute,Value
Number Critical Scenarios,236
Number Critical Scenarios (duplicate free),58
Number All Scenarios,1000
Number All Scenarios (duplicate free),223
Number Best Critical Scenarios,109
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,458
Number Best Scenarios (duplicate free),45
Ratio Critical/All scenarios,0.24
Ratio Critical/All scenarios (duplicate free),0.26
Ratio Best Critical/Best Scenarios,0.24
Ratio Best Critical/Best Scenarios (duplicate free),0.56
Iteration first critical found,6
Fitness value of critical (first of population of interest),[-0.979299  0.824134 -3.414149]
Input value of critical (first of population of interest),[ 5.654467 -4.198222  1.729901]
