Attribute,Value
Number Critical Scenarios,704
Number Critical Scenarios (duplicate free),145
Number All Scenarios,1000
Number All Scenarios (duplicate free),193
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.70
Ratio Critical/All scenarios (duplicate free),0.75
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.97662765  0.79080323  0.        ]
Input value of critical (first of population of interest),[-6.80453977 -2.50424444  2.83465005]
