Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,6.481747,-2.491954,5.244761,-0.997498,0.835666,0.000000
1,-5.588090,6.771852,5.977168,-0.999961,0.857159,0.000000
2,6.707563,1.523624,7.119260,-0.904776,0.826573,0.000000
3,-5.055753,6.422870,2.687863,-0.999357,0.817112,0.000000
4,-7.271889,3.040832,3.482263,-1.000000,0.848317,0.000000
5,-7.657515,-7.519513,3.173679,-0.982451,0.848570,0.000000
6,3.220625,-6.884173,1.789000,-1.000000,0.838940,0.000000
7,0.965680,5.403368,16.163314,-0.643249,0.834371,0.000000
8,-0.049677,5.677218,15.672045,-0.849142,0.840021,0.000000
9,-3.329306,6.015186,4.386575,-0.997715,0.844215,0.000000
10,7.428118,-1.384442,5.039796,-0.978723,0.836972,0.000000
11,6.421314,-2.633595,6.554190,-0.999968,0.848141,0.000000
12,-1.207035,-6.159675,2.071619,-0.545491,0.837517,0.000000
13,-5.730790,5.218403,3.561545,-0.999588,0.853745,0.000000
14,2.557550,5.594653,15.537040,-0.536261,0.829246,0.000000
15,-2.663813,-7.459081,2.330691,-0.989269,0.836240,0.000000
16,2.527576,7.043539,15.946824,-0.922650,0.849300,0.000000
17,-1.968888,5.052213,5.500198,-0.933812,0.838590,0.000000
18,-1.121647,6.973431,6.013490,-0.999940,0.845126,0.000000
19,-6.450981,2.848755,0.523784,-0.991690,0.810318,0.000000
20,-1.954110,-6.598816,2.360539,-0.696708,0.843567,0.000000
21,3.963549,-7.427119,16.136998,-0.803604,0.729465,0.000000
22,3.798112,-7.329951,2.413840,-1.000000,0.837108,0.000000
23,0.483762,-7.642944,1.636331,-0.999989,0.862963,0.000000
24,-7.150668,-4.344000,3.167951,-0.622226,0.845991,0.000000
25,7.557962,-2.684741,7.213696,-0.999972,0.860793,0.000000
26,1.817471,7.434810,6.078966,-0.965508,0.818998,0.000000
27,-6.287683,0.098283,2.670835,-0.999397,0.841612,0.000000
28,-0.921128,-7.794726,2.488187,-0.999721,0.858347,0.000000
29,6.724590,7.313923,15.830333,-0.617971,0.816950,0.000000
30,-0.093032,5.219856,15.874841,-0.778471,0.845661,0.000000
31,-5.992867,7.370087,5.809057,-0.999988,0.867299,0.000000
32,-5.661687,0.806730,1.175604,-0.707454,0.809453,0.000000
33,-3.197101,6.351530,4.220620,-0.999076,0.842027,0.000000
34,2.472946,6.319474,15.798893,-0.927610,0.835590,0.000000
35,-5.786389,3.788719,1.413475,-0.922672,0.805094,0.000000
36,1.568288,7.093871,15.747553,-0.917547,0.856560,0.000000
37,7.248846,-6.025911,2.452968,-0.999923,0.826952,0.000000
38,-6.291968,1.267986,3.390780,-0.999997,0.848576,0.000000
39,7.292638,2.635922,7.289159,-0.654750,0.822038,0.000000
40,6.537797,-7.029037,5.260549,-0.999390,0.865242,0.000000
41,5.581510,1.779085,16.889542,-0.760867,0.821794,0.000000
42,-6.714419,1.752841,2.969130,-1.000000,0.848200,0.000000
43,7.808453,-7.876832,1.720974,-1.000000,0.825341,0.000000
44,-5.938915,5.965748,2.531055,-0.999997,0.822068,0.000000
45,-6.060101,3.125602,2.898923,-1.000000,0.834272,0.000000
46,4.485945,7.407480,15.567171,-0.833150,0.838755,0.000000
47,-7.652869,7.326775,3.833973,-0.999420,0.858414,0.000000
48,-4.396401,3.480695,3.119405,-0.999579,0.816513,0.000000
49,2.735772,7.738085,16.029638,-0.588415,0.859210,0.000000
50,6.429377,7.370855,16.462059,-0.663545,0.825274,0.000000
51,7.187809,3.369609,16.561365,-0.870061,0.843068,0.000000
52,-6.304008,1.953301,0.773386,-0.998826,0.803778,0.000000
53,-6.278690,5.477511,3.139061,-1.000000,0.826471,0.000000
54,5.096150,-7.078740,4.942829,-0.998434,0.854462,0.000000
55,-4.034657,7.542044,3.510002,-0.999512,0.850726,0.000000
56,6.975851,-4.025064,6.791766,-0.999925,0.852882,0.000000
57,-7.262349,3.349256,1.371180,-0.991895,0.806863,0.000000
58,-7.413984,7.254605,6.451207,-0.999984,0.856944,0.000000
59,-2.597360,6.002374,3.607302,-0.992904,0.835350,0.000000
60,1.691351,7.790233,15.744341,-0.649303,0.865210,0.000000
61,-5.655205,7.029826,3.335981,-0.999832,0.825770,0.000000
62,0.040577,5.745617,15.506036,-0.860329,0.841329,0.000000
63,6.243150,-6.733018,6.626497,-0.999908,0.850172,0.000000
64,5.834605,-5.914639,4.526110,-0.999530,0.857798,0.000000
65,7.741383,-6.306606,5.202266,-0.999734,0.864476,0.000000
66,2.408730,6.539024,16.171532,-0.949356,0.845089,0.000000
