Attribute,Value
Number Critical Scenarios,407
Number Critical Scenarios (duplicate free),76
Number All Scenarios,1000
Number All Scenarios (duplicate free),172
Number Best Critical Scenarios,181
Number Best Critical Scenarios (duplicate free),32
Number Best Scenarios,575
Number Best Scenarios (duplicate free),52
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.44
Ratio Best Critical/Best Scenarios,0.31
Ratio Best Critical/Best Scenarios (duplicate free),0.62
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-1.        0.749689 -5.462888]
Input value of critical (first of population of interest),[-2.905252  5.145288  3.029675]
