Attribute,Value
Number Critical Scenarios,574
Number Critical Scenarios (duplicate free),143
Number All Scenarios,1000
Number All Scenarios (duplicate free),292
Number Best Critical Scenarios,280
Number Best Critical Scenarios (duplicate free),47
Number Best Scenarios,419
Number Best Scenarios (duplicate free),79
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.49
Ratio Best Critical/Best Scenarios,0.67
Ratio Best Critical/Best Scenarios (duplicate free),0.59
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999394  0.781522]
Input value of critical (first of population of interest),[-4.614943 -1.643858  2.672265]
