Attribute,Value
Number Critical Scenarios,653
Number Critical Scenarios (duplicate free),157
Number All Scenarios,1000
Number All Scenarios (duplicate free),278
Number Best Critical Scenarios,237
Number Best Critical Scenarios (duplicate free),47
Number Best Scenarios,367
Number Best Scenarios (duplicate free),60
Ratio Critical/All scenarios,0.65
Ratio Critical/All scenarios (duplicate free),0.56
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.78
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.908474  0.781213]
Input value of critical (first of population of interest),[-2.136341  4.989645 13.539998]
