Attribute,Value
Number Critical Scenarios,545
Number Critical Scenarios (duplicate free),146
Number All Scenarios,1000
Number All Scenarios (duplicate free),292
Number Best Critical Scenarios,253
Number Best Critical Scenarios (duplicate free),44
Number Best Scenarios,457
Number Best Scenarios (duplicate free),69
Ratio Critical/All scenarios,0.55
Ratio Critical/All scenarios (duplicate free),0.50
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.64
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.845509  0.866351]
Input value of critical (first of population of interest),[-2.525321 -7.44981   1.667484]
