Attribute,Value
Number Critical Scenarios,596
Number Critical Scenarios (duplicate free),204
Number All Scenarios,1000
Number All Scenarios (duplicate free),303
Number Best Critical Scenarios,104
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,275
Number Best Scenarios (duplicate free),35
Ratio Critical/All scenarios,0.60
Ratio Critical/All scenarios (duplicate free),0.67
Ratio Best Critical/Best Scenarios,0.38
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999998  0.838157]
Input value of critical (first of population of interest),[-2.157767 -6.027923  3.754616]
