run,RS,NSGA-II-D,NSGA-II
1,0.10817697199146134,0.19221805977181022,0.2403616866231348
2,0.09946123675639743,0.17716379655611306,0.29911420530799426
3,0.1048034174452812,0.13779218626884399,0.4206992026325858
4,0.10134830576329994,0.23098121405844826,0.31198007928359994
5,0.09407999162572708,0.23893161261853624,0.27999237223584467
6,0.09710974608891258,0.2291224248321346,0.21914462397171547
7,0.10352629553475547,0.2632577142895436,0.2952393239034645
8,0.10578647317321961,0.19634831238909334,0.2956588338296578
9,0.10077651886406704,0.20967190316322112,0.30076659717853016
10,0.09664420196174799,0.16863846490548837,0.30965637207041297
