Attribute,Value
Number Critical Scenarios,279
Number Critical Scenarios (duplicate free),100
Number All Scenarios,1000
Number All Scenarios (duplicate free),349
Number Best Critical Scenarios,77
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,288
Number Best Scenarios (duplicate free),47
Ratio Critical/All scenarios,0.28
Ratio Critical/All scenarios (duplicate free),0.29
Ratio Best Critical/Best Scenarios,0.27
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999991  0.830573]
Input value of critical (first of population of interest),[-6.303041 -7.145946  6.276364]
