Attribute,Value
Number Critical Scenarios,982
Number Critical Scenarios (duplicate free),309
Number All Scenarios,1000
Number All Scenarios (duplicate free),325
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.98
Ratio Critical/All scenarios (duplicate free),0.95
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9919979   0.81427292]
Input value of critical (first of population of interest),[-4.95859087  7.27936151 13.74423814]
