Attribute,Value
Number Critical Scenarios,405
Number Critical Scenarios (duplicate free),110
Number All Scenarios,1000
Number All Scenarios (duplicate free),312
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.97966337  0.84278502]
Input value of critical (first of population of interest),[-5.78340493 -1.00033031  3.28005415]
