Attribute,Value
Number Critical Scenarios,651
Number Critical Scenarios (duplicate free),167
Number All Scenarios,1000
Number All Scenarios (duplicate free),279
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.65
Ratio Critical/All scenarios (duplicate free),0.60
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.92422324  0.69142858]
Input value of critical (first of population of interest),[-7.0815869   5.08820505 12.2844067 ]
