Attribute,Value
Number Critical Scenarios,496
Number Critical Scenarios (duplicate free),148
Number All Scenarios,1000
Number All Scenarios (duplicate free),291
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.50
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.73555321  0.71916598]
Input value of critical (first of population of interest),[-6.77982404  6.77528371 11.94139648]
