run,RS,NSGA-II-D,NSGA-II
1,0.18511500620404847,0.2320323600846543,0.32855240354317294
2,0.1655844916300261,0.25303718568672967,0.29164932749045414
3,0.17376891819847254,0.2780138151360445,0.3614295418654793
4,0.16870783192619296,0.27504592108620257,0.44230852762794776
5,0.18145932005744042,0.288806418768155,0.46791838672167113
6,0.1626788266602232,0.2753769448429818,0.3345502260377688
7,0.17464828206252114,0.436378830604962,0.31066641410687074
8,0.17413084306281304,0.244073693061596,0.4603133611448907
9,0.16792073354926504,0.22560058856584925,0.34553835368777436
10,0.17335378047746391,0.33436844068785776,0.3117451858289759
