Attribute,Value
Number Critical Scenarios,589
Number Critical Scenarios (duplicate free),173
Number All Scenarios,1000
Number All Scenarios (duplicate free),331
Number Best Critical Scenarios,15
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.59
Ratio Critical/All scenarios (duplicate free),0.52
Ratio Best Critical/Best Scenarios,0.75
Ratio Best Critical/Best Scenarios (duplicate free),0.75
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.65141666  0.71444637]
Input value of critical (first of population of interest),[-4.1976307   6.69366382 16.25206479]
