RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.23981148051346485,0.01541115313893733,100.0,0.4168390929197299,0.08555204645055778,100.0,0.4180486294824429,0.07573133395525515
200.0,0.19901644388386078,0.013115496402431209,200.0,0.35816724959917795,0.06529050797166706,200.0,0.39626174877707926,0.07064965588739375
300.0,0.17066161737342334,0.008289591996207627,300.0,0.3145380983908585,0.07244355553836024,300.0,0.3847001271186455,0.07504250805588447
400.0,0.15618586005276885,0.008069865148447427,400.0,0.27888659880512684,0.0518455685009648,400.0,0.37322417441850014,0.07918055178117824
500.0,0.14688762340908026,0.008177851382652758,500.0,0.2608348725736722,0.04399913707848705,500.0,0.3715367425526674,0.08001879662513908
600.0,0.140277300654111,0.007284605272959966,600.0,0.24572569316567736,0.04592596304090882,600.0,0.3706663436147362,0.0799964532827465
700.0,0.13554589779045528,0.0058601772082345835,700.0,0.23619221960207537,0.04118133096378831,700.0,0.36748511688663366,0.07891132023849394
800.0,0.13082394366414743,0.0052834896788309035,800.0,0.22855725082675343,0.03937391633386744,800.0,0.363759444686948,0.0795548700130613
900.0,0.126812156894832,0.00495333939255357,900.0,0.21615634314394092,0.034131558406575335,900.0,0.36338369069858706,0.0796246541227165
1000.0,0.12319210781623735,0.004159749581022913,1000.0,0.2098996806527688,0.03640421640918341,1000.0,0.36217633187601134,0.07895530875895401
