n_evals,cid
20,1
40,1
60,1
80,1
100,1
120,1
140,0.7097721169750046
160,0.7091340342754521
180,0.7091340342754521
200,0.7036005528731681
220,0.7035698235990254
240,0.697173413861177
260,0.6880943470129118
280,0.6839736442945723
300,0.6415105702783036
320,0.6415105702783036
340,0.6414909914464718
360,0.6239015021821234
380,0.6236331249205161
400,0.6236331249205161
420,0.6236331249205161
440,0.6231511360891789
460,0.6231511360891789
480,0.6231484811087072
500,0.47972669720272104
520,0.47972669720272104
540,0.468495749776966
560,0.4684756500869237
580,0.46735923813593955
600,0.45886556928743333
620,0.4588426644679995
640,0.458838406014135
660,0.3667614258021856
680,0.34624189093202357
700,0.34513631100993564
720,0.34513631100993564
740,0.34502690489703725
760,0.34502690489703725
780,0.34502690489703725
800,0.3448274268251765
820,0.3448221372411612
840,0.34417225268271384
860,0.34417225268271384
880,0.34417225268271384
900,0.34416303142884225
920,0.3438930461954249
940,0.3438930461954249
960,0.3387952119741563
980,0.3233923730758974
1000,0.3233923730758974
