Attribute,Value
Number Critical Scenarios,462
Number Critical Scenarios (duplicate free),124
Number All Scenarios,1000
Number All Scenarios (duplicate free),221
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.46
Ratio Critical/All scenarios (duplicate free),0.56
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.98518032  0.7425064   0.        ]
Input value of critical (first of population of interest),[-0.74842906 -6.029941   12.6216528 ]
