Attribute,Value
Number Critical Scenarios,696
Number Critical Scenarios (duplicate free),225
Number All Scenarios,1000
Number All Scenarios (duplicate free),347
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.70
Ratio Critical/All scenarios (duplicate free),0.65
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.94896299  0.70688276]
Input value of critical (first of population of interest),[1.92767107 4.82428521 1.98624997]
