Attribute,Value
Number Critical Scenarios,268
Number Critical Scenarios (duplicate free),268
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,11
Number Best Scenarios (duplicate free),11
Ratio Critical/All scenarios,0.27
Ratio Critical/All scenarios (duplicate free),0.27
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9999997   0.78959448  0.        ]
Input value of critical (first of population of interest),[ 5.69724846  2.44479332 10.83439532]
