Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.612871,1.292983,2.230520,-0.966054,-1.852687,-0.000000
1,0.475425,1.481242,3.297210,-0.950857,-1.517497,-0.000000
2,0.612871,1.292983,2.230520,-0.966054,-1.852687,-0.000000
3,0.472715,1.481242,3.297210,-0.845845,-1.508546,-11.014610
4,0.374409,1.273170,4.195226,-0.979880,-1.256910,-11.014610
5,0.475425,1.481242,3.297210,-0.950857,-1.517497,-0.000000
6,0.612871,1.292983,2.230520,-0.966054,-1.852687,-0.000000
7,0.472715,1.481242,3.297210,-0.845845,-1.508546,-11.014610
8,0.374409,1.273170,4.195226,-0.979880,-1.256910,-11.014610
9,0.311936,0.645903,0.886580,-0.909133,-1.425862,-9.602186
10,0.612871,1.258706,2.230520,-0.826212,-1.852687,-9.602186
11,0.475425,1.488708,3.309986,-0.875699,-1.516649,-9.602186
12,0.475425,1.481242,3.297210,-0.950857,-1.517497,-0.000000
13,0.481444,1.453848,3.560422,-0.792682,-1.534428,-9.602186
14,0.472715,1.453145,3.250306,-0.869335,-1.508927,-9.602186
15,0.612871,1.292983,2.230520,-0.966054,-1.852687,-0.000000
16,0.472715,1.481242,3.297210,-0.845845,-1.508546,-11.014610
17,0.374409,1.273170,4.195226,-0.979880,-1.256910,-11.014610
18,0.475425,1.488708,3.309986,-0.875699,-1.516649,-9.602186
19,0.725087,1.669542,2.113589,-0.846051,-2.051217,-9.736817
20,0.472715,1.289582,3.250306,-0.993697,-1.508499,-9.736817
21,0.475425,1.481242,3.297210,-0.950857,-1.517497,-0.000000
22,0.472715,1.453145,3.250306,-0.869335,-1.508927,-9.602186
23,0.612871,1.258706,2.230520,-0.826212,-1.852687,-9.602186
24,0.313835,0.645903,0.893912,-0.950657,-1.453304,-9.736817
25,0.311936,0.645903,0.886580,-0.909133,-1.425862,-9.602186
26,0.481444,1.453848,3.560422,-0.792682,-1.534428,-9.602186
27,0.472715,1.481242,3.297210,-0.845845,-1.508546,-11.014610
28,0.374409,1.273170,4.195226,-0.979880,-1.256910,-11.014610
29,0.475425,1.488708,3.309986,-0.875699,-1.516649,-9.602186
30,0.725087,1.669542,2.113589,-0.846051,-2.051217,-9.736817
31,0.472715,1.289582,3.250306,-0.993697,-1.508499,-9.736817
32,0.612871,1.303425,2.230520,-0.987072,-1.852687,-8.580811
33,0.472715,1.453145,3.250306,-0.869335,-1.508927,-9.602186
34,0.612871,1.258706,2.230520,-0.826212,-1.852687,-9.602186
35,0.313835,0.645903,0.893912,-0.950657,-1.453304,-9.736817
36,0.334176,1.167784,4.629330,-0.992207,-1.139450,-8.580811
37,0.612871,1.292983,2.230520,-0.966054,-1.852687,-0.000000
38,0.505263,1.428880,3.266823,-0.907581,-1.570499,-8.580811
39,0.475425,1.514107,3.309986,-0.977357,-1.517477,-8.580811
40,0.510750,1.481242,3.297210,-0.892899,-1.588641,-8.580811
41,0.313573,0.941836,3.598282,-0.972595,-1.441348,-8.580811
42,0.475425,1.481242,3.297210,-0.950857,-1.517497,-0.000000
43,0.472715,1.481242,3.297210,-0.845845,-1.508546,-11.014610
44,0.374409,1.273170,4.195226,-0.979880,-1.256910,-11.014610
45,0.475425,1.488708,3.309986,-0.875699,-1.516649,-9.602186
46,0.725087,1.669542,2.113589,-0.846051,-2.051217,-9.736817
47,0.472715,1.289582,3.250306,-0.993697,-1.508499,-9.736817
48,0.808780,0.970318,0.349814,-0.760334,-2.756490,-8.864714
49,0.612871,1.292983,2.113158,-0.999738,-1.852687,-8.864714
50,0.810458,0.970452,0.312370,-0.720041,-2.855141,-8.864714
51,0.472715,1.453145,3.250306,-0.869335,-1.508927,-9.602186
52,0.612871,1.258706,2.230520,-0.826212,-1.852687,-9.602186
53,0.725087,1.669542,2.115536,-0.846051,-2.051217,-8.864714
54,0.313835,0.645903,0.893912,-0.950657,-1.453304,-9.736817
55,0.612871,1.303425,2.230520,-0.987072,-1.852687,-8.580811
56,0.334176,1.167784,4.629330,-0.992207,-1.139450,-8.580811
57,0.472363,1.566394,3.522148,-0.983803,-1.507398,-8.864714
58,0.475425,1.488708,3.451741,-0.978969,-1.517293,-8.864714
59,0.612871,1.292983,2.230520,-0.966054,-1.852687,-0.000000
60,0.725087,1.669542,2.113589,-0.846051,-2.051217,-9.736817
61,0.472715,1.289582,3.250306,-0.993697,-1.508499,-9.736817
62,0.612871,1.292983,2.113158,-0.999738,-1.852687,-8.864714
63,0.810458,0.970452,0.312370,-0.720041,-2.855141,-8.864714
64,0.612871,1.258409,2.230520,-0.824613,-1.852687,-11.023723
65,0.831955,0.975280,0.279175,-0.782565,-2.842979,-11.023723
66,0.609531,1.305709,2.113158,-0.981585,-1.840374,-11.023723
67,0.725087,1.658236,2.115536,-0.806014,-2.051217,-11.023723
68,0.591499,1.254422,2.228718,-0.989479,-1.781408,-11.023723
69,0.334176,1.167784,4.631476,-0.991482,-1.139450,-11.023723
70,0.612871,1.258706,2.230520,-0.826212,-1.852687,-9.602186
71,0.725087,1.669542,2.115536,-0.846051,-2.051217,-8.864714
72,0.612871,1.303425,2.230520,-0.987072,-1.852687,-8.580811
73,0.334176,1.167784,4.629330,-0.992207,-1.139450,-8.580811
74,0.808780,0.970318,0.349814,-0.760334,-2.756490,-8.864714
75,0.472363,1.566394,3.522148,-0.983803,-1.507398,-8.864714
76,0.475425,1.488708,3.451741,-0.978969,-1.517293,-8.864714
77,0.422260,1.105275,3.277315,-0.982100,-1.376422,-11.023723
78,0.475425,1.485687,3.309986,-0.977451,-1.517477,-11.023723
79,0.612871,1.292983,2.230520,-0.966054,-1.852687,-0.000000
80,0.374409,1.273170,4.195226,-0.979880,-1.256910,-11.014610
81,0.313835,0.645903,0.893912,-0.950657,-1.453304,-9.736817
82,0.475425,1.488708,3.307840,-0.875699,-1.516649,-11.023723
83,0.725087,1.669542,2.113589,-0.846051,-2.051217,-9.736817
84,0.612871,1.292983,2.113158,-0.999738,-1.852687,-8.864714
85,0.612871,1.258409,2.230520,-0.824613,-1.852687,-11.023723
86,0.831955,0.975280,0.279175,-0.782565,-2.842979,-11.023723
87,0.609531,1.305709,2.113158,-0.981585,-1.840374,-11.023723
88,0.725087,1.658236,2.115536,-0.806014,-2.051217,-11.023723
89,0.591499,1.254422,2.228718,-0.989479,-1.781408,-11.023723
90,0.334176,1.167784,4.631476,-0.991482,-1.139450,-11.023723
91,0.614147,1.288966,2.051381,-0.998468,-1.856965,-10.567994
92,0.809592,0.970318,0.312870,-0.735710,-2.866645,-10.567994
93,0.725087,1.669542,2.115536,-0.846051,-2.051217,-8.864714
94,0.808780,0.970318,0.349814,-0.760334,-2.756490,-8.864714
95,0.422260,1.105275,3.277315,-0.982100,-1.376422,-11.023723
96,0.475425,1.485687,3.309986,-0.977451,-1.517477,-11.023723
97,0.612871,1.258706,2.116447,-0.997394,-1.852687,-10.567994
98,0.810458,0.970452,0.312370,-0.720041,-2.855141,-8.864714
99,0.374409,1.273170,4.195226,-0.979880,-1.256910,-11.014610
100,0.475425,1.488708,3.307840,-0.875699,-1.516649,-11.023723
101,0.612871,1.256884,2.113910,-0.997269,-1.852687,-10.567994
102,0.612871,1.303425,2.230520,-0.987072,-1.852687,-8.580811
103,0.725087,1.669542,2.113589,-0.846051,-2.051217,-9.736817
104,0.612871,1.292983,2.113158,-0.999738,-1.852687,-8.864714
105,0.612871,1.258409,2.230520,-0.824613,-1.852687,-11.023723
106,0.831955,0.975280,0.279175,-0.782565,-2.842979,-11.023723
107,0.609531,1.305709,2.113158,-0.981585,-1.840374,-11.023723
108,0.725087,1.658236,2.115536,-0.806014,-2.051217,-11.023723
109,0.591499,1.254422,2.228718,-0.989479,-1.781408,-11.023723
110,0.334176,1.167784,4.631476,-0.991482,-1.139450,-11.023723
111,0.614147,1.288966,2.051381,-0.998468,-1.856965,-10.567994
