Attribute,Value
Number Critical Scenarios,479
Number Critical Scenarios (duplicate free),135
Number All Scenarios,1000
Number All Scenarios (duplicate free),281
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.48
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.79448748  0.73274694  0.        ]
Input value of critical (first of population of interest),[-0.84053669  6.67487362  5.8324598 ]
