Attribute,Value
Number Critical Scenarios,334
Number Critical Scenarios (duplicate free),76
Number All Scenarios,1000
Number All Scenarios (duplicate free),209
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.36
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99999475  0.78517295 -6.39964825]
Input value of critical (first of population of interest),[-7.73007195 -2.201273    0.79929635]
