Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.912021,1.670876,1.026623,-0.285584,-0.261246,0
1,0.976190,1.914595,2.969413,-0.000000,-2.594464,0
2,0.554517,1.812934,0.357759,-0.002318,-1.719134,0
3,0.112252,1.683777,4.862927,-0.000194,-0.613842,0
4,0.412289,1.522823,3.461745,-0.251947,-0.212610,0
5,0.281121,0.764520,3.312535,-0.425741,-0.025896,0
6,0.577280,0.577511,4.962031,-0.000000,-1.636381,0
7,0.294450,1.154288,2.422973,-0.044912,-1.062944,0
8,0.956741,1.395361,3.905091,-0.000000,-2.507803,0
9,0.178585,0.611829,3.957688,-0.022222,-0.719172,0
10,0.281738,0.968921,4.348200,-0.422789,-0.103624,0
11,0.728980,0.805205,2.521985,-0.000000,-2.076857,0
12,0.256191,1.691070,2.398559,-0.000638,-1.014032,0
13,0.706108,1.392559,3.667562,-0.000000,-2.045282,0
14,0.307279,1.335445,1.699637,-0.004445,-1.121138,0
15,0.811273,1.677438,4.537692,-0.000000,-2.118832,0
16,0.690611,1.331951,0.093677,-0.152641,-0.048638,0
17,0.933299,1.888859,3.100907,-0.000000,-2.474836,0
18,0.124460,1.054883,0.199010,-0.000007,-0.750824,0
19,0.318930,1.591750,4.696452,-0.286674,-0.122746,0
20,0.791509,1.151908,2.031002,-0.000000,-2.137697,0
21,0.264794,1.341259,0.609964,-0.000104,-1.073300,0
22,0.908547,1.136244,0.909073,-0.006173,-2.587549,0
23,0.391400,0.607340,0.981102,-0.983583,-1.285820,1
24,0.205623,1.819040,1.146930,-0.000009,-0.979488,0
25,0.980305,1.550438,4.763907,-0.000000,-2.842340,0
26,0.860112,1.911656,4.112531,-0.000000,-2.301936,0
27,0.237141,0.986708,4.582974,-0.400574,-0.464316,0
28,0.463991,1.418214,0.922913,-0.025975,-1.489424,0
29,0.804226,0.995433,2.963600,-0.000000,-2.159936,0
30,0.561831,0.608898,2.682331,-0.000000,-1.716571,0
31,0.312817,1.554700,3.421185,-0.069572,-1.094791,0
32,0.912012,1.949848,1.305872,-0.408012,-2.790513,0
33,0.524767,0.915830,0.461588,-0.485440,-1.225983,0
34,0.530335,1.978492,1.803679,-0.099036,-1.660465,0
35,0.818590,1.362032,0.378425,-0.180758,-4.003324,0
36,0.904415,1.242645,1.058041,-0.013942,-2.572554,0
37,0.340550,0.543502,2.409115,-0.093872,-1.154165,0
38,0.598553,1.534024,1.842236,-0.162739,-0.059353,0
39,0.343552,1.056892,1.894253,-0.253634,-1.175737,0
40,0.636477,0.740570,4.745209,-0.000000,-1.812358,0
41,0.273702,1.897217,3.858960,-0.012873,-1.013857,0
42,0.507111,1.875347,0.063514,-0.000295,-1.632910,0
43,0.539800,0.759604,1.998722,-0.000680,-1.683123,0
44,0.432459,1.580643,4.541536,-0.057254,-1.395352,0
45,0.538641,0.547487,1.907447,-0.000000,-1.673928,0
46,0.741738,1.870727,4.370100,-0.000000,-1.995531,0
47,0.782162,0.560739,0.378990,-0.000000,-2.116509,0
48,0.200988,1.376330,4.199050,-0.007523,-0.824700,0
49,0.870278,1.897007,4.869351,-0.000000,-2.471527,0
50,0.865807,0.908025,1.245817,-0.000000,-2.400151,0
51,0.721821,1.536151,4.926944,-0.000000,-1.948429,0
52,0.979617,1.434755,1.452327,-0.000001,-2.834215,0
53,0.463266,1.904704,0.556325,-0.000551,-1.516994,0
54,0.122342,1.138351,4.513980,-0.001051,-0.596698,0
55,0.787715,1.396743,2.870779,-0.000000,-2.210754,0
56,0.633278,1.497721,3.127666,-0.000055,-1.883625,0
57,0.662757,1.169656,4.153886,-0.000000,-1.886511,0
58,0.500946,0.721010,4.456731,-0.000000,-1.515862,0
59,0.380269,1.283219,4.613308,-0.296204,-1.261545,0
60,0.975882,1.098971,1.714666,-0.000000,-2.765912,0
61,0.398510,1.732369,2.901751,-0.183946,-1.324061,0
62,0.703648,1.661865,4.302318,-0.000000,-1.994895,0
63,0.775699,1.177519,3.236415,-0.000000,-2.118063,0
64,0.962666,1.053897,4.436072,-0.000000,-2.780381,0
65,0.326716,0.723949,3.567632,-0.698426,-1.121824,0
66,0.999745,1.156257,3.743994,-0.000000,-2.644993,0
67,0.232513,0.731370,1.807451,-0.217106,-0.871800,0
68,0.617009,0.847149,1.857248,-0.000662,-1.861287,0
69,0.875491,1.703544,2.322230,-0.000000,-2.408061,0
70,0.168487,0.965987,3.163946,-0.005578,-0.726023,0
71,0.512510,1.269934,0.928588,-0.295407,-1.601839,0
72,0.289237,1.865840,0.677602,-0.000023,-1.154798,0
73,0.746213,1.926912,3.472503,-0.000000,-2.085338,0
74,0.981102,1.050359,4.363174,-0.000000,-2.846846,0
75,0.387874,0.650203,1.195627,-0.680106,-0.128210,0
76,0.606853,1.468496,1.457289,-0.141471,-0.175157,0
77,0.713056,0.988817,4.977558,-0.000000,-1.933076,0
78,0.168175,1.768580,0.204208,-0.000001,-0.942392,0
79,0.839902,1.818767,1.807725,-0.129644,-2.330230,0
80,0.732252,1.842685,4.362508,-0.000000,-1.995565,0
81,0.914389,1.637365,2.768917,-0.000000,-2.543341,0
82,0.451453,0.825788,0.155232,-0.206846,-0.201184,0
83,0.760048,0.921231,1.799058,-0.000000,-2.088707,0
84,0.360831,1.096327,2.410827,-0.279720,-0.062078,0
85,0.366373,1.315276,2.843507,-0.274745,-0.039611,0
86,0.547493,1.862113,4.742779,-0.000000,-1.678263,0
87,0.584104,1.415756,2.763974,-0.596647,-1.773098,0
88,0.292501,0.648671,1.378784,-0.497973,-0.659687,0
89,0.625337,0.790918,2.214427,-0.000000,-1.860297,0
90,0.731372,1.594939,1.686083,-0.580849,-1.997486,0
91,0.960947,1.773801,3.593101,-0.000000,-2.521392,0
92,0.667992,1.137311,3.937162,-0.000000,-1.961598,0
93,0.641638,1.804894,2.128552,-0.169639,-0.244876,0
94,0.156478,0.970627,4.158662,-0.008076,-0.696447,0
95,0.199726,1.670125,2.967469,-0.000350,-0.879323,0
96,0.832130,0.780093,1.945128,-0.000000,-2.285825,0
97,0.371667,1.028959,3.463917,-0.985788,-1.249455,1
98,0.750747,0.594210,4.240672,-0.000000,-2.051284,0
99,0.445929,0.957943,4.461757,-0.000000,-1.418357,0
100,0.939079,1.527522,1.990988,-0.000000,-2.636795,0
101,0.475314,1.050189,1.027138,-0.210282,-0.034567,0
102,0.224965,1.606523,1.606089,-0.000073,-0.986426,0
103,0.497757,1.641251,1.800622,-0.190584,-1.573991,0
104,0.820463,0.735330,4.335495,-0.000000,-2.163836,0
105,0.179047,1.695205,0.335353,-0.000001,-0.947835,0
106,0.215451,0.895192,0.406557,-0.000765,-0.919630,0
107,0.792406,0.791352,1.871114,-0.000000,-2.193904,0
108,0.608844,0.526040,0.744170,-0.000000,-1.837300,0
109,0.796024,1.912458,4.462088,-0.000000,-2.067691,0
110,0.201093,0.578377,2.928893,-0.072236,-0.809010,0
111,0.717200,0.661624,0.901442,-0.000000,-2.050199,0
112,0.521871,1.093815,4.118798,-0.000000,-1.619718,0
113,0.543473,0.910397,0.137483,-0.325897,-3.188206,0
114,0.914868,0.619225,3.018466,-0.000000,-2.488254,0
115,0.206087,1.085735,1.062186,-0.000245,-0.912101,0
116,0.691318,1.792080,3.211340,-0.000001,-2.001242,0
117,0.575832,1.900919,3.447773,-0.056424,-1.767513,0
118,0.700140,0.655491,2.124147,-0.000000,-2.010327,0
119,0.590679,1.594155,1.908949,-0.157320,-0.150508,0
120,0.691196,1.482583,4.458746,-0.000000,-1.915009,0
121,0.172155,1.840913,0.183999,-0.000001,-0.955095,0
122,0.644309,1.706739,4.781149,-0.000000,-1.852664,0
123,0.395656,0.905151,1.190963,-0.245927,-0.001699,0
124,0.978445,1.817087,0.888156,-0.465114,-3.491407,0
125,0.370633,1.785674,4.048525,-0.273269,-0.062790,0
126,0.968415,0.886156,3.717242,-0.000000,-2.550925,0
127,0.570893,1.168357,4.147148,-0.000000,-1.745415,0
128,0.899783,1.336771,4.521249,-0.000000,-2.382867,0
129,0.539085,1.661683,4.017367,-0.000032,-1.670307,0
130,0.902503,1.661476,1.493666,-0.039834,-2.565348,0
131,0.492507,1.284025,1.116144,-0.305553,-1.575020,0
132,0.682564,0.991702,2.318716,-0.000000,-1.994517,0
133,0.395640,1.417616,4.239310,-0.993285,-1.302193,1
134,0.388597,1.669593,0.485286,-0.000281,-1.358053,0
135,0.281984,0.738266,3.195189,-0.427702,-0.103734,0
136,0.879513,1.242329,3.597838,-0.000000,-2.363767,0
137,0.501256,0.501144,0.949523,-0.000012,-1.578785,0
138,0.777008,1.348967,0.556884,-0.149871,-2.183533,0
139,0.159246,1.948609,4.086257,-0.000273,-0.761827,0
140,0.982872,1.031026,2.511630,-0.000000,-2.604571,0
141,0.391252,0.501025,2.037402,-0.000028,-1.284522,0
142,0.942163,1.446039,1.724501,-0.000000,-2.664899,0
143,0.487767,1.263576,4.910120,-0.000000,-1.533287,0
144,0.311672,1.433722,1.524487,-0.001800,-1.148775,0
145,0.849806,0.725030,3.247213,-0.000000,-2.270323,0
146,0.714541,1.760143,2.628484,-0.002131,-2.043634,0
147,0.175934,1.286301,0.577913,-0.000012,-0.893322,0
148,0.348515,1.503081,2.807625,-0.081177,-1.194599,0
149,0.270592,1.960303,4.069915,-0.014677,-1.008366,0
150,0.309081,0.783773,4.782557,-0.011175,-1.080192,0
151,0.209810,1.630328,0.727782,-0.000007,-0.993540,0
152,0.545326,0.884009,2.115469,-0.041548,-1.685972,0
153,0.246616,1.754929,3.120176,-0.001703,-0.994029,0
154,0.393734,1.980795,2.545109,-0.024241,-1.331308,0
155,0.500649,1.491616,0.248699,-0.004632,-1.592306,0
156,0.622750,1.504900,3.001581,-0.002465,-1.859340,0
157,0.951978,1.057785,1.059493,-0.000001,-2.740029,0
158,0.824981,1.085517,1.321712,-0.000493,-2.268422,0
159,0.716128,0.890989,2.745770,-0.000000,-2.052860,0
160,0.630821,1.543545,2.622660,-0.480292,-1.878740,0
161,0.589182,1.281355,1.788303,-0.657736,-1.232433,0
162,0.687529,1.649301,0.408314,-0.100465,-2.001777,0
163,0.389645,0.516154,1.718710,-0.002551,-1.279910,0
164,0.819500,1.842072,4.942898,-0.000000,-2.145036,0
165,0.833991,1.610389,2.679443,-0.000000,-2.297870,0
166,0.854727,0.531246,1.339104,-0.000000,-2.357107,0
167,0.403931,0.821011,1.155568,-0.482938,-0.077317,0
168,0.727306,0.679274,4.252259,-0.000000,-1.956704,0
169,0.476653,1.543035,3.147573,-0.342276,-1.500696,0
170,0.859837,1.320065,3.113075,-0.000000,-2.455415,0
171,0.528857,1.197720,3.449715,-0.000120,-1.644881,0
172,0.379607,0.516603,3.357015,-0.000000,-1.259007,0
173,0.389124,0.501546,2.181664,-0.000013,-1.278235,0
174,0.262950,0.896457,4.011111,-0.312005,-0.223374,0
175,0.653746,0.775203,2.604042,-0.000000,-1.940600,0
176,0.218975,1.682190,0.627181,-0.000007,-1.006242,0
177,0.314304,1.876542,3.885971,-0.063674,-1.108217,0
178,0.251102,0.704326,0.980281,-0.196198,-0.930625,0
179,0.529408,1.469457,2.170742,-0.165918,-0.089603,0
180,0.324539,0.595450,0.856705,-0.457597,-0.002847,0
181,0.668170,1.941210,4.796909,-0.000000,-1.892694,0
182,0.326288,1.320777,2.297123,-0.034698,-1.152759,0
183,0.298346,0.683327,1.789207,-0.496401,-0.248172,0
184,0.373116,1.693024,3.239201,-0.198250,-1.269517,0
185,0.532950,1.013636,1.147588,-0.410581,-0.058348,0
186,0.689462,0.948869,4.978834,-0.000000,-1.885390,0
187,0.597056,1.071934,4.677320,-0.000000,-1.759085,0
188,0.942511,0.786513,0.032970,-0.000237,-2.708102,0
189,0.568091,1.977190,3.094938,-0.990338,-1.747599,1
190,0.303859,1.896667,4.331952,-0.109478,-1.083179,0
191,0.513054,1.315825,2.127229,-0.215221,-0.719664,0
192,0.631059,1.623474,1.727168,-0.141689,-0.050947,0
193,0.802616,0.992077,1.251234,-0.000521,-2.188230,0
194,0.469700,1.135592,0.393274,-0.084174,-1.507908,0
195,0.664932,1.365543,2.214925,-0.263916,-1.940417,0
196,0.334417,1.082926,4.265046,-0.562470,-0.011203,0
197,0.602105,1.678592,0.343588,-0.013137,-1.821537,0
198,0.114344,1.163620,4.158010,-0.000502,-0.605122,0
