Attribute,Value
Number Critical Scenarios,470
Number Critical Scenarios (duplicate free),117
Number All Scenarios,1000
Number All Scenarios (duplicate free),270
Number Best Critical Scenarios,169
Number Best Critical Scenarios (duplicate free),26
Number Best Scenarios,408
Number Best Scenarios (duplicate free),52
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.41
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.787702  0.80768 ]
Input value of critical (first of population of interest),[1.550103 3.151038 6.447576]
