Attribute,Value
Number Critical Scenarios,603
Number Critical Scenarios (duplicate free),180
Number All Scenarios,1000
Number All Scenarios (duplicate free),337
Number Best Critical Scenarios,195
Number Best Critical Scenarios (duplicate free),41
Number Best Scenarios,223
Number Best Scenarios (duplicate free),50
Ratio Critical/All scenarios,0.60
Ratio Critical/All scenarios (duplicate free),0.53
Ratio Best Critical/Best Scenarios,0.87
Ratio Best Critical/Best Scenarios (duplicate free),0.82
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.990256  0.764775]
Input value of critical (first of population of interest),[-5.531282 -1.052872  0.565424]
