Attribute,Value
Number Critical Scenarios,392
Number Critical Scenarios (duplicate free),83
Number All Scenarios,1000
Number All Scenarios (duplicate free),200
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.39
Ratio Critical/All scenarios (duplicate free),0.41
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.76401955  0.7259718  -2.31021405]
Input value of critical (first of population of interest),[-7.21709116  1.9947763  11.39800616]
