Attribute,Value
Number Critical Scenarios,378
Number Critical Scenarios (duplicate free),112
Number All Scenarios,1000
Number All Scenarios (duplicate free),343
Number Best Critical Scenarios,113
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,352
Number Best Scenarios (duplicate free),81
Ratio Critical/All scenarios,0.38
Ratio Critical/All scenarios (duplicate free),0.33
Ratio Best Critical/Best Scenarios,0.32
Ratio Best Critical/Best Scenarios (duplicate free),0.26
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999995  0.834227]
Input value of critical (first of population of interest),[ 4.275908 -7.915529  3.570626]
