Attribute,Value
Number Critical Scenarios,307
Number Critical Scenarios (duplicate free),73
Number All Scenarios,1000
Number All Scenarios (duplicate free),226
Number Best Critical Scenarios,159
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,605
Number Best Scenarios (duplicate free),63
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.32
Ratio Best Critical/Best Scenarios,0.26
Ratio Best Critical/Best Scenarios (duplicate free),0.32
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.991759  0.719903 -2.82788 ]
Input value of critical (first of population of interest),[4.282038 2.332283 3.233883]
