Attribute,Value
Number Critical Scenarios,370
Number Critical Scenarios (duplicate free),88
Number All Scenarios,1000
Number All Scenarios (duplicate free),177
Number Best Critical Scenarios,234
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,669
Number Best Scenarios (duplicate free),55
Ratio Critical/All scenarios,0.37
Ratio Critical/All scenarios (duplicate free),0.50
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999963  0.777325  0.      ]
Input value of critical (first of population of interest),[-7.686004  7.815699 13.503257]
