RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.19894784964092613,0.02080320260796384,100.0,0.2468281881495129,0.02310199593430804,100.0,0.2792281464097238,0.029337693911436678
200.0,0.15039274856487422,0.009346781057278514,200.0,0.22193730339756593,0.021094756512886538,200.0,0.273221067161668,0.027695969065235217
300.0,0.1295513544411841,0.003950960383514463,300.0,0.2088265326399879,0.021812558855054842,300.0,0.27101781782748235,0.026846005266984194
400.0,0.11892971943686328,0.004027000235208966,400.0,0.2019468572736569,0.025460929680685064,400.0,0.26989602550741354,0.02573799114633441
500.0,0.11120469070165857,0.004328143340527744,500.0,0.1964069283772541,0.025481822594877836,500.0,0.26818988193397947,0.025337489218661247
600.0,0.10448548678854093,0.004505768464711471,600.0,0.194188975851929,0.026194541842512936,600.0,0.26790977691534074,0.02534266078967519
700.0,0.09907774694053291,0.004592199623509141,700.0,0.19012774929978057,0.02441609286307017,700.0,0.267646224695559,0.025368346533205854
800.0,0.09507650214122898,0.0041949855151537,800.0,0.18619410859236604,0.025857398577410214,800.0,0.2674387236548391,0.02549124157961808
900.0,0.0918626384832045,0.004427975114395447,900.0,0.18330500134053784,0.027923948163787692,900.0,0.2673101670665593,0.02549907705325511
1000.0,0.08896417748965398,0.004039962766902493,1000.0,0.1818095705176451,0.02859687278655208,1000.0,0.266493017320861,0.025242789791351035
