Attribute,Value
Number Critical Scenarios,701
Number Critical Scenarios (duplicate free),214
Number All Scenarios,1000
Number All Scenarios (duplicate free),308
Number Best Critical Scenarios,183
Number Best Critical Scenarios (duplicate free),42
Number Best Scenarios,223
Number Best Scenarios (duplicate free),49
Ratio Critical/All scenarios,0.70
Ratio Critical/All scenarios (duplicate free),0.69
Ratio Best Critical/Best Scenarios,0.82
Ratio Best Critical/Best Scenarios (duplicate free),0.86
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999989  0.818776]
Input value of critical (first of population of interest),[-6.719403 -6.260624  1.691649]
