Attribute,Value
Number Critical Scenarios,579
Number Critical Scenarios (duplicate free),187
Number All Scenarios,1000
Number All Scenarios (duplicate free),344
Number Best Critical Scenarios,200
Number Best Critical Scenarios (duplicate free),38
Number Best Scenarios,319
Number Best Scenarios (duplicate free),64
Ratio Critical/All scenarios,0.58
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.63
Ratio Best Critical/Best Scenarios (duplicate free),0.59
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.992596  0.734999]
Input value of critical (first of population of interest),[-0.382582 -7.083789 12.86537 ]
