Attribute,Value
Number Critical Scenarios,82
Number Critical Scenarios (duplicate free),82
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.08
Ratio Critical/All scenarios (duplicate free),0.08
Ratio Best Critical/Best Scenarios,0.54
Ratio Best Critical/Best Scenarios (duplicate free),0.54
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.823441  0.      ]
Input value of critical (first of population of interest),[ 7.729879 -1.873013  9.122078]
