Attribute,Value
Number Critical Scenarios,288
Number Critical Scenarios (duplicate free),76
Number All Scenarios,1000
Number All Scenarios (duplicate free),246
Number Best Critical Scenarios,126
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,529
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.29
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.24
Ratio Best Critical/Best Scenarios (duplicate free),0.39
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.998485  0.732968 -1.660308]
Input value of critical (first of population of interest),[-7.852279  1.107772  3.200603]
