Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.775481,1.791942,1.749695,-0.569052,-3.798244,0
1,0.552819,0.911997,1.640906,-0.978523,-2.535731,1
2,0.794549,0.956866,0.422752,-0.893268,-2.581065,1
3,0.776261,0.959365,0.422752,-0.742154,-2.865046,0
4,0.561534,1.135654,1.320485,-0.589275,-3.304032,0
5,0.552940,0.920933,1.687101,-0.956189,-2.535733,1
6,0.775839,0.917757,0.422752,-0.955911,-2.573272,1
7,0.809386,1.791942,1.699748,-0.996910,-2.217530,1
8,0.778097,1.781314,1.710224,-0.544230,-3.846513,0
9,0.788565,1.789174,1.844347,-0.999018,-2.135745,1
10,0.921593,1.551819,0.577582,-0.441915,-4.628827,0
11,0.775370,0.953296,0.422752,-0.820528,-2.865036,1
12,0.561414,1.129629,1.320468,-0.653286,-3.295564,0
13,0.552819,0.917726,1.640906,-0.949460,-2.535731,1
14,0.793768,1.796384,1.749695,-0.983479,-2.154194,1
15,0.794191,1.832371,1.841512,-0.964931,-2.156914,1
16,0.775642,1.798886,1.749695,-0.526074,-3.740855,0
17,0.788457,1.789174,1.844347,-0.996146,-2.135646,1
18,0.872618,1.478973,0.577582,-0.308627,-4.391201,0
19,0.562677,0.869308,1.138889,-0.813034,-2.548547,1
20,0.561414,1.132447,1.320485,-0.620114,-3.295564,0
21,0.778354,0.970338,0.411094,-0.620509,-2.963689,0
22,0.561414,1.132447,1.320834,-0.620114,-3.295564,0
23,0.532990,0.778720,1.175459,-0.925485,-2.348176,1
24,0.788565,1.756809,1.844347,-0.969206,-2.135745,1
25,0.775653,1.798944,1.749695,-0.525717,-3.740855,0
26,0.779960,1.791942,1.749695,-0.974299,-2.112898,1
27,0.775742,1.791835,1.844347,-0.993496,-2.104525,1
28,0.775633,1.789076,1.752825,-0.550319,-2.574235,0
29,0.828163,1.791942,1.691389,-0.758438,-2.288562,0
30,0.795073,1.789174,1.878868,-0.825587,-2.160046,1
31,0.775481,1.798886,1.749695,-0.524003,-3.740562,0
32,0.779960,1.769508,1.749695,-0.972873,-2.112898,1
33,0.775742,1.789174,1.844347,-0.993330,-2.104525,1
34,0.775633,1.789174,1.752595,-0.549933,-2.574235,0
35,0.828163,1.789185,1.691389,-0.748713,-2.288562,0
36,0.775481,1.798923,1.749695,-0.523777,-3.740562,0
37,0.779787,1.791884,1.749695,-0.971163,-2.112798,1
38,0.775742,1.789076,1.844577,-0.993324,-2.104525,1
39,0.775647,1.781314,1.707850,-0.492514,-3.673250,0
