Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.775481,1.832045,1.841512,-0.989274,-2.104186
1,0.775481,1.832045,1.841512,-0.989274,-2.104186
2,0.775481,1.832045,1.924694,-0.983490,-2.104186
3,0.552819,0.911997,1.640906,-0.978523,-2.535731
4,0.775647,1.789174,1.844347,-0.990294,-2.104423
5,0.775481,1.832045,1.841512,-0.989274,-2.104186
6,0.775481,1.832045,1.924694,-0.983490,-2.104186
7,0.766068,1.766305,1.864942,-0.985374,-2.092069
8,0.552819,0.911997,1.640906,-0.978523,-2.535731
9,0.788457,1.789174,1.844347,-0.996146,-2.135646
10,0.793768,1.796384,1.749695,-0.983479,-2.154194
11,0.552819,0.917726,1.640906,-0.949460,-2.535731
12,0.775647,1.792040,1.844347,-0.990472,-2.104423
13,0.779960,1.791942,1.749695,-0.974299,-2.112898
14,0.775647,1.789174,1.844347,-0.990294,-2.104423
15,0.775481,1.832371,1.841512,-0.989294,-2.104186
16,0.775481,1.832045,1.841512,-0.989274,-2.104186
17,0.775481,1.832045,1.924694,-0.983490,-2.104186
18,0.766068,1.766305,1.864942,-0.985374,-2.092069
19,0.766068,1.765979,1.864942,-0.985355,-2.092069
20,0.552819,0.911997,1.640906,-0.978523,-2.535731
21,0.552940,0.920933,1.687101,-0.956189,-2.535733
22,0.775839,0.917757,0.422752,-0.955911,-2.573272
23,0.809386,1.791942,1.699748,-0.996910,-2.217530
24,0.788565,1.789174,1.844347,-0.999018,-2.135745
25,0.552819,0.917726,1.640906,-0.949460,-2.535731
26,0.793768,1.796384,1.749695,-0.983479,-2.154194
27,0.794191,1.832371,1.841512,-0.964931,-2.156914
28,0.788457,1.789174,1.844347,-0.996146,-2.135646
29,0.779960,1.791942,1.749695,-0.974299,-2.112898
30,0.775742,1.789174,1.844347,-0.993330,-2.104525
31,0.775647,1.792040,1.844347,-0.990472,-2.104423
32,0.775647,1.791925,1.844347,-0.990465,-2.104423
33,0.775647,1.789174,1.844347,-0.990294,-2.104423
34,0.552819,0.911997,1.640906,-0.978523,-2.535731
35,0.552940,0.920933,1.687101,-0.956189,-2.535733
36,0.775839,0.917757,0.422752,-0.955911,-2.573272
37,0.809386,1.791942,1.699748,-0.996910,-2.217530
38,0.788565,1.789174,1.844347,-0.999018,-2.135745
39,0.552819,0.917726,1.640906,-0.949460,-2.535731
40,0.793768,1.796384,1.749695,-0.983479,-2.154194
41,0.794191,1.832371,1.841512,-0.964931,-2.156914
42,0.788457,1.789174,1.844347,-0.996146,-2.135646
43,0.532990,0.778720,1.175459,-0.925485,-2.348176
44,0.788565,1.756809,1.844347,-0.969206,-2.135745
45,0.779960,1.791942,1.749695,-0.974299,-2.112898
46,0.775742,1.791835,1.844347,-0.993496,-2.104525
47,0.779960,1.769508,1.749695,-0.972873,-2.112898
48,0.775742,1.789174,1.844347,-0.993330,-2.104525
49,0.779787,1.791884,1.749695,-0.971163,-2.112798
