n_evals,hv_all
40,0.0
80,0.13158847163135437
120,0.13158847163135437
160,0.13158847163135437
200,0.2850812486070009
240,0.44600545717862816
280,0.5784969241946505
320,0.5788506578006937
360,0.5815339172776596
400,0.5954646984418325
440,0.5954646984418325
480,0.5971341220278662
520,0.597709844339192
560,0.5980747326631636
600,0.5980747326631636
640,0.59956212945349
680,0.59956212945349
720,0.603015981544108
760,0.6030159902492752
800,0.6030159902492752
840,0.6032448273681499
880,0.6032448273681499
920,0.605569460195186
960,0.605569460195186
1000,0.605569460195186
1040,0.605569460195186
1080,0.605569460195186
1120,0.605569460195186
1160,0.6057611673838127
1200,0.6057841524700701
1240,0.6128235866622823
1280,0.6129413688167971
1320,0.6145463496697754
1360,0.6145463496697754
1400,0.614662881477139
1440,0.614662881477139
1480,0.615891041131592
1520,0.6255294684851913
1560,0.6255294684851913
1600,0.6263538736943217
1640,0.6306085477393388
1680,0.6376930950618797
1720,0.6444475033766203
1760,0.6790671241914892
1800,0.679067143309925
1840,0.7376531304854675
1880,0.7388344920141293
1920,0.738842454259328
1960,0.7404280370755196
2000,0.7408980451685524
