Attribute,Value
Number Critical Scenarios,542
Number Critical Scenarios (duplicate free),172
Number All Scenarios,1000
Number All Scenarios (duplicate free),304
Number Best Critical Scenarios,158
Number Best Critical Scenarios (duplicate free),28
Number Best Scenarios,231
Number Best Scenarios (duplicate free),41
Ratio Critical/All scenarios,0.54
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.68
Ratio Best Critical/Best Scenarios (duplicate free),0.68
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999973  0.782162]
Input value of critical (first of population of interest),[-3.728724  5.755656  4.091903]
