Attribute,Value
Number Critical Scenarios,154
Number Critical Scenarios (duplicate free),48
Number All Scenarios,1000
Number All Scenarios (duplicate free),246
Number Best Critical Scenarios,42
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,468
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.15
Ratio Critical/All scenarios (duplicate free),0.20
Ratio Best Critical/Best Scenarios,0.09
Ratio Best Critical/Best Scenarios (duplicate free),0.25
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999938  0.841493  0.      ]
Input value of critical (first of population of interest),[ 3.737181 -5.587987  1.757485]
