Attribute,Value
Number Critical Scenarios,288
Number Critical Scenarios (duplicate free),72
Number All Scenarios,1000
Number All Scenarios (duplicate free),261
Number Best Critical Scenarios,118
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,518
Number Best Scenarios (duplicate free),68
Ratio Critical/All scenarios,0.29
Ratio Critical/All scenarios (duplicate free),0.28
Ratio Best Critical/Best Scenarios,0.23
Ratio Best Critical/Best Scenarios (duplicate free),0.28
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999998  0.79619   0.      ]
Input value of critical (first of population of interest),[-2.909267  6.718647  3.723576]
