Attribute,Value
Number Critical Scenarios,402
Number Critical Scenarios (duplicate free),87
Number All Scenarios,1000
Number All Scenarios (duplicate free),228
Number Best Critical Scenarios,257
Number Best Critical Scenarios (duplicate free),27
Number Best Scenarios,548
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,0.47
Ratio Best Critical/Best Scenarios (duplicate free),0.47
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.943972  0.712212  0.      ]
Input value of critical (first of population of interest),[7.684442 7.067588 1.943704]
