Attribute,Value
Number Critical Scenarios,328
Number Critical Scenarios (duplicate free),59
Number All Scenarios,1000
Number All Scenarios (duplicate free),203
Number Best Critical Scenarios,234
Number Best Critical Scenarios (duplicate free),28
Number Best Scenarios,603
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.29
Ratio Best Critical/Best Scenarios,0.39
Ratio Best Critical/Best Scenarios (duplicate free),0.47
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.913726  0.858668  0.      ]
Input value of critical (first of population of interest),[-3.208688 -7.361723  1.981931]
