n_evals,hv_all
40,0.0
80,0.11464300731309134
120,0.4872463540453706
160,0.5271118155684904
200,0.5289597096001419
240,0.5299037127004382
280,0.5300348265242063
320,0.5452364222858187
360,0.5454308368222865
400,0.5461175832650917
440,0.54672788425179
480,0.5470912402186182
520,0.5477201059332282
560,0.5548210948729267
600,0.5550067410223127
640,0.5553085491588652
680,0.5553808119448632
720,0.5567573270860156
760,0.5582838530058406
800,0.5586745565414802
840,0.5591066749404461
880,0.5609159400088876
920,0.5610914513173828
960,0.5612262552712831
1000,0.5612262552712831
1040,0.5614536897680116
1080,0.5614669384101413
1120,0.5614737115968575
1160,0.5623559012015766
1200,0.5623744975426072
1240,0.5623744975426072
1280,0.5623744975426072
1320,0.5651733447910032
1360,0.5651781955054845
1400,0.5651781955054845
1440,0.5655266776304225
1480,0.5666345134852704
1520,0.5666345215918752
1560,0.5666348029355256
1600,0.5666382742078176
1640,0.571949192979957
1680,0.5719517361243049
1720,0.5719517361243049
1760,0.580163715880124
1800,0.5801683198822496
1840,0.5804845016220317
1880,0.5807094673020082
1920,0.5813033124223246
1960,0.5839275857138299
2000,0.5839503217697468
