Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.775547,1.626788,1.817563,-0.901290,-2.104183
1,0.775547,1.626788,1.817563,-0.901290,-2.104183
2,0.775547,1.626788,1.817563,-0.901290,-2.104183
3,0.775547,1.626788,1.817563,-0.901290,-2.104183
4,0.775547,1.626788,1.817563,-0.901290,-2.104183
5,0.775547,1.626788,1.814503,-0.901290,-2.104183
6,0.775547,1.626788,1.817563,-0.901290,-2.104183
7,0.775547,1.626788,1.814503,-0.901290,-2.104183
8,0.782655,1.626788,1.733826,-0.976970,-2.118838
9,0.775547,1.626788,1.817563,-0.901290,-2.104183
10,0.775547,1.626788,1.814503,-0.901290,-2.104183
11,0.782743,1.621884,1.727776,-0.983951,-2.119243
12,0.782655,1.626788,1.726224,-0.983410,-2.118838
13,0.782655,1.626788,1.733826,-0.976970,-2.118838
14,0.775547,1.626788,1.817563,-0.901290,-2.104183
15,0.775547,1.626788,1.814503,-0.901290,-2.104183
16,0.783117,1.627480,1.733826,-0.988537,-2.119744
17,0.782743,1.621884,1.727776,-0.983951,-2.119243
18,0.782900,1.633165,1.740158,-0.981513,-2.119628
19,0.782655,1.653354,1.726224,-0.986199,-2.118838
20,0.782655,1.626788,1.726224,-0.983410,-2.118838
21,0.782655,1.626788,1.733826,-0.976970,-2.118838
22,0.775547,1.626788,1.817563,-0.901290,-2.104183
23,0.775547,1.626788,1.814503,-0.901290,-2.104183
24,0.783117,1.627480,1.733826,-0.988537,-2.119744
25,0.782743,1.621884,1.727776,-0.983951,-2.119243
26,0.782900,1.633165,1.740158,-0.981513,-2.119628
27,0.782655,1.653354,1.726224,-0.986199,-2.118838
28,0.782900,1.633118,1.740158,-0.981459,-2.119628
29,0.782655,1.626788,1.726224,-0.983410,-2.118838
30,0.782655,1.626788,1.733826,-0.976970,-2.118838
31,0.778887,1.633165,1.740158,-0.978863,-2.110417
32,0.775020,1.628591,1.733945,-0.974304,-2.103349
33,0.783117,1.627480,1.724084,-0.994704,-2.119744
34,0.783280,1.633165,1.642595,-0.980690,-2.120158
35,0.783117,1.627480,1.733826,-0.988537,-2.119744
36,0.782743,1.621884,1.727776,-0.983951,-2.119243
37,0.782655,1.653354,1.726224,-0.986199,-2.118838
38,0.782900,1.633610,1.740158,-0.982011,-2.119628
39,0.782655,1.626788,1.726224,-0.983410,-2.118838
40,0.782900,1.633165,1.740158,-0.981513,-2.119628
41,0.782900,1.633118,1.740158,-0.981459,-2.119628
42,0.783117,1.627480,1.724084,-0.994704,-2.119744
43,0.783280,1.633165,1.642595,-0.980690,-2.120158
44,0.783117,1.627480,1.733826,-0.988537,-2.119744
45,0.782743,1.621884,1.727776,-0.983951,-2.119243
46,0.782655,1.653354,1.726224,-0.986199,-2.118838
47,0.782900,1.634446,1.740158,-0.982919,-2.119628
48,0.782655,1.626788,1.726224,-0.983410,-2.118838
49,0.782900,1.633610,1.740158,-0.982011,-2.119628
50,0.782900,1.633165,1.740158,-0.981513,-2.119628
51,0.783117,1.627480,1.724084,-0.994704,-2.119744
52,0.783275,1.628703,1.734788,-0.992409,-2.120158
53,0.783117,1.627480,1.722194,-0.994704,-2.119744
54,0.785161,1.633610,1.776338,-0.906040,-2.125210
55,0.783280,1.633165,1.642595,-0.980690,-2.120158
56,0.783117,1.627480,1.733826,-0.988537,-2.119744
57,0.782743,1.621884,1.727776,-0.983951,-2.119243
58,0.782655,1.653354,1.726224,-0.986199,-2.118838
59,0.782900,1.634446,1.740158,-0.982919,-2.119628
60,0.782655,1.626788,1.726224,-0.983410,-2.118838
61,0.782900,1.633610,1.740158,-0.982011,-2.119628
62,0.783117,1.627480,1.724084,-0.994704,-2.119744
63,0.783275,1.628703,1.734788,-0.992409,-2.120158
64,0.783117,1.627480,1.722194,-0.994704,-2.119744
