RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.3712523870653259,0.1016434624465051,100.0,0.4865187884277381,0.12507263499077348,100.0,0.5421072116243808,0.18305468598701513
200.0,0.22975294490652387,0.03473803442471899,200.0,0.413537472423552,0.11511135918714507,200.0,0.4748083050226576,0.20906813753320566
300.0,0.18088502423587896,0.04150409455572127,300.0,0.3469496376839022,0.09701916996452259,300.0,0.46721509481055107,0.20872066436754957
400.0,0.16195497049440805,0.03671904287057666,400.0,0.2726910586346149,0.08597300480205372,400.0,0.4176407377001163,0.22403720098401617
500.0,0.1360497826735892,0.015738238170145812,500.0,0.24745953430050055,0.09621015410315492,500.0,0.4140222177284447,0.22332143290900064
600.0,0.12762810899562166,0.015938473154218726,600.0,0.23646670965298786,0.09368715470505988,600.0,0.4138494640889744,0.22342417143810583
700.0,0.11948009101543536,0.015916326679528203,700.0,0.23449930379857595,0.0921698488768058,700.0,0.41159626280263784,0.22429212505078647
800.0,0.10796921049436611,0.01036639848357828,800.0,0.2131900351722059,0.09498984329386786,800.0,0.41137460010823634,0.22446119084155103
900.0,0.10062046203163352,0.009640560572099237,900.0,0.20778321809819916,0.09347591628277375,900.0,0.41069183135546866,0.2247869260800018
1000.0,0.09426736444629782,0.006071552153111308,1000.0,0.19848777148772512,0.09612969770192785,1000.0,0.41057482210632595,0.22477133482591893
