Attribute,Value
Number Critical Scenarios,304
Number Critical Scenarios (duplicate free),84
Number All Scenarios,1000
Number All Scenarios (duplicate free),273
Number Best Critical Scenarios,166
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,434
Number Best Scenarios (duplicate free),44
Ratio Critical/All scenarios,0.30
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.38
Ratio Best Critical/Best Scenarios (duplicate free),0.41
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.788096  0.834654 -2.313026]
Input value of critical (first of population of interest),[ 7.994442 -1.427319 15.459454]
