RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,0.7468356134453498,0.2606491715062672,200.0,0.9009103899766631,0.16682654783878342,200.0,0.6965468916685958,0.23008286291145522,200.0,0.7023348192314751,0.2749378244716719
400.0,0.6013237054215186,0.24021372569442867,400.0,0.7158596379304282,0.2467405183304639,400.0,0.5794484671449025,0.19976635907446422,400.0,0.6237263196489911,0.23831734147527747
600.0,0.41214658176521013,0.22697043655823976,600.0,0.6580845857223425,0.26767908043375344,600.0,0.5273727839693397,0.21381646110529479,600.0,0.6065111851182478,0.25115574109925404
800.0,0.3816782142672676,0.24117798824488726,800.0,0.545229005337103,0.27314180516917713,800.0,0.4870787734375198,0.21775551004732496,800.0,0.42679090323504154,0.13734208532053
1000.0,0.3652061710279842,0.24433835958683026,1000.0,0.5318246718486155,0.26404271476635843,1000.0,0.47470671945862286,0.21882462164423758,1000.0,0.39973849871975314,0.1333799805644475
1200.0,0.35624952118161624,0.24559495396571887,1200.0,0.469632354022594,0.25189102990003276,1200.0,0.4699701853060739,0.2215816135195369,1200.0,0.3958581437366905,0.131802152022884
1400.0,0.3514310051056101,0.2454371944790063,1400.0,0.4687519966432099,0.25196157450210266,1400.0,0.4671796797817799,0.22358116990432036,1400.0,0.3589888525778172,0.13032688745004464
1600.0,0.3002170035078203,0.14463297845710318,1600.0,0.45662209397166603,0.25749688591010766,1600.0,0.44160493561872444,0.2238081954567214,1600.0,0.34092053014412865,0.13849328641525913
1800.0,0.29536152425520046,0.14729146364235732,1800.0,0.45122758141048624,0.2605898036625716,1800.0,0.4406874654877601,0.22400680462572747,1800.0,0.3341073966396915,0.14344620016634838
2000.0,0.2721923985805552,0.14056126307505054,2000.0,0.4510276352513424,0.26066936608480357,2000.0,0.4385551089751389,0.2255384030607774,2000.0,0.32515516124669297,0.14604890683833263
