Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-1.928787,4.383290,12.597036,0.999984,0.833827,0.000000,0
1,7.933629,6.505638,6.604572,0.982497,0.808343,0.000000,0
2,-0.193177,-5.293819,9.447419,0.999995,0.832079,0.000000,0
3,0.446683,-6.838946,9.924234,1.000000,0.808728,0.000000,0
4,-3.974246,-0.631921,22.316551,1.000000,0.780749,0.000000,0
5,5.703575,2.310956,17.613882,0.999998,0.767831,0.000000,0
6,0.309317,5.849966,6.532408,0.999999,0.766109,0.000000,0
7,6.994431,5.544079,15.888382,0.999981,0.835665,0.000000,0
8,5.743694,3.556330,13.840942,0.999987,0.821779,0.000000,0
9,-5.535251,5.021201,17.784695,1.000000,0.781328,0.000000,0
10,0.450989,1.557398,8.599748,1.000000,0.797323,0.000000,0
11,-1.774621,-1.883294,1.462667,1.000000,0.807130,0.000000,0
12,-2.583050,-6.090414,18.909350,0.999958,0.797250,0.000000,0
13,-4.671324,-1.246005,8.515445,0.999993,0.804402,0.000000,0
14,-7.413063,-5.660136,4.074384,-0.170818,0.840903,0.000000,0
15,1.943718,-7.708629,20.279333,0.999999,0.776819,0.000000,0
16,2.771425,-4.141726,13.514431,0.240660,0.810433,0.000000,0
17,-3.682884,0.573941,16.946627,0.979874,0.737502,0.000000,0
18,-7.659694,-6.770250,16.214109,-0.786949,0.816722,0.000000,1
19,-0.787271,-7.555045,13.492147,0.999995,0.756242,0.000000,0
20,-1.355898,0.891776,1.698658,0.999999,0.797523,0.000000,0
21,-0.473743,5.270969,17.097815,0.999999,0.795927,0.000000,0
22,-3.820309,-2.353312,8.093408,0.999995,0.814966,0.000000,0
23,6.188675,7.966925,3.652642,0.992360,0.792667,0.000000,0
24,3.548225,1.244648,10.276695,0.999999,0.789725,0.000000,0
25,-0.534226,-3.857192,14.681871,0.995691,0.754676,0.000000,0
26,-7.313207,-7.289098,13.725569,0.993585,0.754226,0.000000,0
27,1.814386,2.115739,3.998201,0.999988,0.791146,0.000000,0
28,4.003570,1.200826,9.214268,1.000000,0.791843,0.000000,0
29,-7.410788,0.183418,16.120645,0.977375,0.755492,0.000000,0
30,6.612020,-3.459158,7.558160,0.999995,0.765703,0.000000,0
31,-2.657015,-0.350634,18.213732,1.000000,0.799787,0.000000,0
32,-2.469419,-2.948157,0.396555,1.000000,0.804240,0.000000,0
33,5.607554,1.076383,3.322330,0.995056,0.755843,0.000000,0
34,-4.392760,1.331968,3.519215,0.981226,0.836201,0.000000,0
35,-6.116447,1.535344,5.262424,0.999998,0.789188,0.000000,0
36,0.761159,-5.888746,14.753363,0.999939,0.701035,0.000000,0
37,2.519750,5.444804,19.847853,0.999979,0.748248,0.000000,0
38,2.703469,2.064031,8.511998,1.000000,0.783740,0.000000,0
39,-0.465926,7.880991,13.449972,0.999855,0.844922,0.000000,0
40,-1.224467,-6.716412,6.934796,1.000000,0.815206,0.000000,0
41,-0.033227,3.829068,21.116593,1.000000,0.800449,0.000000,0
42,7.317552,-4.758674,11.952037,0.986792,0.850549,0.000000,0
43,-1.468932,-0.323709,13.785985,0.999995,0.783871,0.000000,0
44,0.091554,3.794674,3.484049,0.999989,0.789594,0.000000,0
45,0.558387,-1.795694,19.095322,1.000000,0.797669,0.000000,0
46,0.925610,-4.101500,0.672839,1.000000,0.794243,0.000000,0
47,5.501537,-0.413030,17.375491,0.999998,0.813408,0.000000,0
48,0.193341,-0.182247,7.854790,1.000000,0.803980,0.000000,0
49,-0.917873,-7.393303,13.066686,0.999996,0.753359,0.000000,0
50,3.906019,-3.374570,5.049237,0.763503,0.823448,0.000000,0
51,1.393110,0.774000,19.238327,0.999999,0.785075,0.000000,0
