Attribute,Value
Number Critical Scenarios,471
Number Critical Scenarios (duplicate free),139
Number All Scenarios,1000
Number All Scenarios (duplicate free),331
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.92310965  0.79149322]
Input value of critical (first of population of interest),[-7.69662326  0.79284209  0.97582771]
