Attribute,Value
Number Critical Scenarios,501
Number Critical Scenarios (duplicate free),92
Number All Scenarios,1000
Number All Scenarios (duplicate free),218
Number Best Critical Scenarios,331
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,607
Number Best Scenarios (duplicate free),65
Ratio Critical/All scenarios,0.50
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.51
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.977507  0.692563  0.      ]
Input value of critical (first of population of interest),[-5.875647 -7.332862 13.580011]
