Attribute,Value
Number Critical Scenarios,195
Number Critical Scenarios (duplicate free),47
Number All Scenarios,1000
Number All Scenarios (duplicate free),245
Number Best Critical Scenarios,99
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,405
Number Best Scenarios (duplicate free),43
Ratio Critical/All scenarios,0.20
Ratio Critical/All scenarios (duplicate free),0.19
Ratio Best Critical/Best Scenarios,0.24
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.999997  0.846706 -2.640921]
Input value of critical (first of population of interest),[ 1.331208 -6.066723  1.955134]
