n_evals,cid
40,0.37957918671036156
80,0.23403212435737775
120,0.23107234011162556
160,0.21990939525758912
200,0.21796176110126478
240,0.21693404496541774
280,0.21573751703474767
320,0.21440741145834777
360,0.21221793989547424
400,0.1991025799568444
440,0.1972199767106629
480,0.19720229195076
520,0.19698197051370533
560,0.1968046407897915
600,0.19675783595151145
640,0.19135060327987397
680,0.19087209501096278
720,0.1908079205275322
760,0.19067917717971553
800,0.1904492619955446
840,0.19044824455566703
880,0.19043717580861697
920,0.1904359475484102
960,0.19043276063842549
1000,0.19043276063842549
1040,0.19043276063842549
1080,0.19043180375762267
1120,0.19043180375762267
1160,0.19043180375762267
1200,0.19043180375762267
1240,0.19039514768646387
1280,0.1903926434726211
1320,0.1903905598892458
1360,0.19039004012035532
1400,0.19038723233682717
1440,0.19038723233682717
1480,0.19038544138154553
1520,0.1903831505920732
1560,0.1903831505920732
1600,0.19038214379781204
1640,0.19038214379781204
1680,0.19038214379781204
1720,0.19034685433300802
1760,0.19034685433300802
1800,0.19034685433300802
1840,0.19034685433300802
1880,0.19034685433300802
1920,0.19033290374142678
1960,0.19033290374142678
2000,0.19033067433669007
