Attribute,Value
Number Critical Scenarios,407
Number Critical Scenarios (duplicate free),77
Number All Scenarios,1000
Number All Scenarios (duplicate free),198
Number Best Critical Scenarios,286
Number Best Critical Scenarios (duplicate free),32
Number Best Scenarios,627
Number Best Scenarios (duplicate free),54
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,0.46
Ratio Best Critical/Best Scenarios (duplicate free),0.59
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.994071  0.778897 -3.903744]
Input value of critical (first of population of interest),[-0.048083 -4.778827  1.847835]
