n_evals,hv_all
40,0.4398969073202512
80,0.4398969073202512
120,0.4402751207062129
160,0.4402751207062129
200,0.4402751207062129
240,0.44034262539562163
280,0.57523402345108
320,0.6124248017858793
360,0.6124248017858793
400,0.6174220166589669
440,0.6174220166589669
480,0.6189926926153588
520,0.6189974134885925
560,0.6192079153563003
600,0.6192079153563003
640,0.6192093172648494
680,0.6260558677602026
720,0.630782385557273
760,0.63078860450221
800,0.6309730302801372
840,0.6345438444511096
880,0.6392330941548736
920,0.6395042715665984
960,0.6395743983747133
1000,0.6402992205956479
1040,0.6560887467741461
1080,0.6565613222369251
1120,0.6822548756619256
1160,0.6822548756619256
1200,0.6842636767935575
1240,0.6842636767935575
1280,0.7056240160114235
1320,0.70869211501502
1360,0.7342701424532074
1400,0.7353645769629805
1440,0.7385601524254983
1480,0.7386862513490997
1520,0.7386862513490997
1560,0.738686283993629
1600,0.738686283993629
1640,0.7406377422567068
1680,0.7418985600471485
1720,0.7424649318921887
1760,0.7444761648998108
1800,0.7451705184163162
1840,0.7470559061685682
1880,0.747227706991135
1920,0.7479045625475781
1960,0.7481505592095345
2000,0.7483243464319409
