Attribute,Value
Number Critical Scenarios,410
Number Critical Scenarios (duplicate free),103
Number All Scenarios,1000
Number All Scenarios (duplicate free),231
Number Best Critical Scenarios,248
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,613
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.52
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999805  0.768889 -5.000959]
Input value of critical (first of population of interest),[-5.554542  1.884081  2.908363]
