Attribute,Value
Number Critical Scenarios,360
Number Critical Scenarios (duplicate free),59
Number All Scenarios,1000
Number All Scenarios (duplicate free),230
Number Best Critical Scenarios,261
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,601
Number Best Scenarios (duplicate free),71
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.26
Ratio Best Critical/Best Scenarios,0.43
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-1.        0.789337 -2.035284]
Input value of critical (first of population of interest),[ 0.892513 -7.659919  2.335533]
