Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.524531,0.765187,0.572243,-0.844913,-2.701993
1,0.768308,1.967140,2.089213,-0.988202,-2.094370
2,0.497369,0.711734,0.299301,-0.875919,-2.517582
3,0.511421,0.810018,1.177506,-0.956804,-2.693962
4,0.380511,0.597837,0.516726,-0.997514,-2.325762
5,0.417630,0.690603,0.922243,-0.869088,-2.357013
6,0.402144,0.606794,0.054405,-0.942395,-2.446351
7,0.477374,1.299395,2.903525,-0.994195,-2.440105
8,0.536831,0.842250,1.388844,-0.983130,-2.478108
9,0.452470,1.314378,3.019733,-0.873897,-2.719272
10,0.433859,0.731429,1.354809,-0.958840,-2.324877
