RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.3933312032937324,0.07575125179838006,100.0,0.4769663142730085,0.10801490584231503,100.0,0.514586250232078,0.10874683622151789
200.0,0.29687791132603103,0.05078397145291265,200.0,0.40035695482511835,0.07740133478826271,200.0,0.45826154898765414,0.10184171182216581
300.0,0.2566769570100217,0.035474253979042206,300.0,0.3693056146395567,0.06928097148958065,300.0,0.44370178808309885,0.10112558228676816
400.0,0.22922937409130456,0.02416928334369039,400.0,0.35118059773804366,0.07007181833297657,400.0,0.433964864840865,0.10177346874266724
500.0,0.21289444217572773,0.020498170889197125,500.0,0.33459919284989514,0.0642072010453322,500.0,0.4286615267369028,0.10134223007786261
600.0,0.2011858848203158,0.017769333891355273,600.0,0.32332245860663233,0.06496647564559327,600.0,0.4262249165402194,0.1013011653763803
700.0,0.19223331701759538,0.016929364005242812,700.0,0.31349828150954273,0.06569313252814578,700.0,0.42469625890683443,0.10108170649861412
800.0,0.18568716227167711,0.015530534780804609,800.0,0.3066875627611655,0.0655035135224988,800.0,0.42322584059117585,0.1011575794944372
900.0,0.1793678707508285,0.014220752209533621,900.0,0.29862033421464124,0.06490469696753336,900.0,0.4203921012903525,0.1000824229222392
1000.0,0.17445579361369112,0.01336551399566617,1000.0,0.29166475469855097,0.06426312810977108,1000.0,0.4195304714831029,0.10013783506772604
