Attribute,Value
Number Critical Scenarios,328
Number Critical Scenarios (duplicate free),49
Number All Scenarios,1000
Number All Scenarios (duplicate free),231
Number Best Critical Scenarios,262
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,588
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.21
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.37
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.999997  0.789452 -0.62347 ]
Input value of critical (first of population of interest),[-7.748995 -0.748926  0.572554]
