Attribute,Value
Number Critical Scenarios,527
Number Critical Scenarios (duplicate free),109
Number All Scenarios,1000
Number All Scenarios (duplicate free),212
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.53
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.90172309  0.76120342  0.        ]
Input value of critical (first of population of interest),[5.02511982 4.22750502 5.30682467]
