RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,0.6435884916401008,0.2882259135542886,200.0,0.7956652461660284,0.27376314880508945,200.0,0.659321051536473,0.2651780248245093,200.0,0.591623444734982,0.24073445309461397
400.0,0.4534778955850064,0.19932397578201788,400.0,0.5481919395946865,0.2763038929296637,400.0,0.5327985073864021,0.20654341014584665,400.0,0.5065442713698063,0.22182541443457682
600.0,0.32227385171124767,0.09647009610473249,600.0,0.475498861623621,0.26243396138308694,600.0,0.40997154169704697,0.14287866853508346,600.0,0.44474472666111425,0.1599688562875419
800.0,0.27659099968351974,0.07819155991300185,800.0,0.41651337992185694,0.2637456313344305,800.0,0.38402093126176284,0.1308390262310975,800.0,0.3685324647887803,0.13397844515111457
1000.0,0.26160732761721495,0.07516881561885752,1000.0,0.38762772698795794,0.2191485457040209,1000.0,0.37849007193246637,0.13418116563929527,1000.0,0.3477255011260942,0.13317866945090545
1200.0,0.2408413503898282,0.06774482503949726,1200.0,0.35995608074401975,0.21044674324246596,1200.0,0.37542401312006274,0.1335122585166032,1200.0,0.336732677091469,0.12252994098249932
1400.0,0.22557138316277642,0.05667093559260024,1400.0,0.356975824339493,0.21203545262215576,1400.0,0.36411680910606997,0.14297870302832746,1400.0,0.30690305393899486,0.12073528849139693
1600.0,0.2030199111431794,0.051168512294697766,1600.0,0.3520485020636929,0.21398759189027514,1600.0,0.35440828177025285,0.14599317508678375,1600.0,0.29142742335082816,0.12703172328433446
1800.0,0.1966874646612557,0.05227870368182576,1800.0,0.3406443753378821,0.21872015342153303,1800.0,0.35396799009078483,0.1461939307371316,1800.0,0.2847989201694046,0.1328709856167932
2000.0,0.1820196261760408,0.03950356751277471,2000.0,0.34003561971506374,0.21903519159283374,2000.0,0.35225261181474654,0.1474168611685173,2000.0,0.28021175299121537,0.1344658082845672
