n_evals,hv_all
40,0.0
80,0.0
120,0.0
160,0.0
200,0.02380541939625565
240,0.024765405174142954
280,0.11678550717564595
320,0.13009169758649514
360,0.1683370190751005
400,0.17811088542371872
440,0.17811088542371872
480,0.17811088542371872
520,0.2708979543897926
560,0.3127909833096356
600,0.3231843411414833
640,0.3306964172384873
680,0.3327861259990146
720,0.3520874939686001
760,0.3520874939686001
800,0.35246359123719834
840,0.37107049944781234
880,0.3731130288729695
920,0.3787045680239016
960,0.4101661940398106
1000,0.41224130720776486
1040,0.41265356098453687
1080,0.41413606579776785
1120,0.41518698464267145
1160,0.41649159580195716
1200,0.41649159580195716
1240,0.4218240130264721
1280,0.4221992910986914
1320,0.4221992910986914
1360,0.4232785914231525
1400,0.4232992562037141
1440,0.4232992562037141
1480,0.4233287764377137
1520,0.42498314594500164
1560,0.4250826513052793
1600,0.43665918721815083
1640,0.46622782364203735
1680,0.4742831635199065
1720,0.47605301676306633
1760,0.47605301676306633
1800,0.4760530571702382
1840,0.47607148989188497
1880,0.47607148989188497
1920,0.4791557848632432
1960,0.4793684779744044
2000,0.47936913258492325
